,Quarter,Municipality,Total,Males,Females,Non-binary/Other,Icelandic citizens,Foreign citizens
2235,2019Q2, Reykholahreppur,260,130,130,.,250,10
2236,2019Q2, Vesturbyggd,1220,650,570,.,1020,210
2237,2019Q2, Sudavikurhreppur,190,110,90,.,140,50
2238,2019Q2, Arneshreppur,40,20,20,.,40,.
2239,2019Q2, Kaldrananeshreppur,100,50,50,.,90,10
2240,2019Q2, Strandabyggd,410,210,200,.,390,20
2241,2019Q2, Hunathing vestra,1180,580,600,.,1080,100
2242,2019Q2, Sveitarfelagid Skagastrond,460,240,230,.,440,25
2243,2019Q2, Hunabyggd,1400,740,670,.,1260,140
2244,2019Q2, Skagafjordur,4170,2100,2070,.,3920,260
2245,2019Q2, Akureyrarbaer,18710,9340,9380,.,17780,930
2246,2019Q2, Nordurthing,2950,1550,1400,.,2530,420
2247,2019Q2, Fjallabyggd,2000,1010,990,.,1880,120
2248,2019Q2, Dalvikurbyggd,1890,980,910,.,1690,200
2249,2019Q2, Eyjafjardarsveit,1040,530,520,.,1000,40
2250,2019Q2, Horgarsveit,600,300,300,.,570,25
2251,2019Q2, Svalbardsstrandarhreppur,460,240,210,.,380,70
2252,2019Q2, Grytubakkahreppur,360,190,170,.,330,30
2253,2019Q2, Tjorneshreppur,60,25,30,.,50,0
2254,2019Q2, Thingeyjarsveit,1360,700,660,.,1190,160
2255,2019Q2, Langanesbyggd,560,300,250,.,470,80
2256,2019Q2, Fjardabyggd,5020,2670,2340,.,4340,680
2257,2019Q2, Mulathing,4820,2480,2340,.,4430,400
2258,2019Q2, Vopnafjardarhreppur,650,330,320,.,600,50
2259,2019Q2, Fljotsdalshreppur,80,45,30,.,70,5
2260,2019Q2, Vestmannaeyjabaer,4260,2230,2020,.,3860,390
2261,2019Q2, Sveitarfelagid Arborg,9590,4810,4770,.,8980,610
2262,2019Q2, Sveitarfelagid Hornafjordur,2350,1250,1100,.,1900,450
2263,2019Q2, Myrdalshreppur,660,360,310,.,410,260
2264,2019Q2, Skaftarhreppur,570,300,270,.,420,150
2265,2019Q2, Asahreppur,230,120,100,.,180,45
2266,2019Q2, Rangarthing eystra,1900,990,900,.,1510,390
2267,2019Q2, Rangarthing ytra,1630,820,810,.,1380,250
2268,2019Q2, Hrunamannahreppur,780,420,370,.,620,170
2269,2019Q2, Hveragerdisbaer,2630,1310,1320,.,2480,150
2270,2019Q2, Sveitarfelagid Olfus,2170,1170,1000,.,1800,370
2271,2019Q2, Grimsnes- og Grafningshreppur,490,270,230,.,420,80
2272,2019Q2, Skeida- og Gnupverjahreppur,550,290,260,.,480,80
2273,2019Q2, Blaskogabyggd,1110,570,540,.,830,280
2274,2019Q2, Floahreppur,670,360,320,.,630,45
2275,2019Q3,Total,353120,179740,173380,.,310030,43090
2276,2019Q3,Capital region,225400,113730,111660,.,198730,26670
2277,2019Q3, Reykjavikurborg,126210,63780,62430,.,108110,18090
2278,2019Q3, Kopavogsbaer,36870,18680,18180,.,33280,3590
2279,2019Q3, Seltjarnarnesbaer,4570,2230,2340,.,4230,340
2280,2019Q3, Gardabaer,16490,8090,8400,.,15780,710
2281,2019Q3, Hafnarfjardarkaupstadur,29300,14790,14510,.,26270,3030
2282,2019Q3, Mosfellsbaer,11730,6030,5700,.,10830,900
2283,2019Q3, Kjosarhreppur,240,130,110,.,220,15
2284,2019Q3,Other regions,127720,66010,61720,.,111300,16420
2285,2019Q3, Reykjanesbaer,18630,9820,8810,.,14250,4380
2286,2019Q3, Grindavikurbaer,3430,1810,1620,.,2860,570
2287,2019Q3, Sveitarfelagid Vogar,1260,680,570,.,1030,230
2288,2019Q3, Sudurnesjabaer,3500,1870,1640,.,2840,660
2289,2019Q3, Akraneskaupstadur,7410,3820,3590,.,6730,680
2290,2019Q3, Skorradalshreppur,60,30,30,.,50,10
2291,2019Q3, Hvalfjardarsveit,620,330,290,.,580,40
2292,2019Q3, Borgarbyggd,3740,1980,1760,.,3300,440
2293,2019Q3, Grundarfjardarbaer,840,430,410,.,680,160
2294,2019Q3, Eyja- og Miklaholtshreppur,120,60,70,.,100,20
2295,2019Q3, Snaefellsbaer,1640,850,790,.,1340,300
2296,2019Q3, Sveitarfelagid Stykkisholmur,1240,640,610,.,1070,180
2297,2019Q3, Dalabyggd,630,330,300,.,600,30
2298,2019Q3, Bolungarvikurkaupstadur,920,500,430,.,760,170
2299,2019Q3, Isafjardarbaer,3730,1910,1820,.,3170,560
2300,2019Q3, Reykholahreppur,260,130,130,.,250,10
2301,2019Q3, Vesturbyggd,1220,640,580,.,1020,200
2302,2019Q3, Sudavikurhreppur,200,120,90,.,150,60
2303,2019Q3, Arneshreppur,45,20,20,.,40,0
2304,2019Q3, Kaldrananeshreppur,110,50,50,.,90,10
2305,2019Q3, Strandabyggd,430,220,210,.,410,25
2306,2019Q3, Hunathing vestra,1180,580,600,.,1070,100
2307,2019Q3, Sveitarfelagid Skagastrond,470,240,230,.,440,30
2308,2019Q3, Hunabyggd,1400,740,660,.,1240,150
2309,2019Q3, Skagafjordur,4160,2080,2080,.,3900,260
2310,2019Q3, Akureyrarbaer,18820,9370,9450,.,17840,980
2311,2019Q3, Nordurthing,2990,1570,1410,.,2550,440
2312,2019Q3, Fjallabyggd,1990,1000,990,.,1860,130
2313,2019Q3, Dalvikurbyggd,1880,980,900,.,1680,200
2314,2019Q3, Eyjafjardarsveit,1050,520,520,.,1000,45
2315,2019Q3, Horgarsveit,610,310,300,.,590,25
2316,2019Q3, Svalbardsstrandarhreppur,440,230,210,.,370,70
2317,2019Q3, Grytubakkahreppur,360,190,170,.,330,30
2318,2019Q3, Tjorneshreppur,50,25,30,.,50,0
2319,2019Q3, Thingeyjarsveit,1340,690,650,.,1180,160
2320,2019Q3, Langanesbyggd,550,300,250,.,470,90
2321,2019Q3, Fjardabyggd,5000,2670,2330,.,4320,680
2322,2019Q3, Mulathing,4860,2510,2350,.,4420,440
2323,2019Q3, Vopnafjardarhreppur,660,330,330,.,610,45
2324,2019Q3, Fljotsdalshreppur,70,45,30,.,70,5
2325,2019Q3, Vestmannaeyjabaer,4250,2250,2000,.,3830,420
2326,2019Q3, Sveitarfelagid Arborg,9730,4900,4830,.,9090,650
2327,2019Q3, Sveitarfelagid Hornafjordur,2370,1250,1120,.,1900,470
2328,2019Q3, Myrdalshreppur,660,360,310,.,400,270
2329,2019Q3, Skaftarhreppur,600,310,290,.,430,170
2330,2019Q3, Asahreppur,230,120,100,.,180,45
2331,2019Q3, Rangarthing eystra,1900,980,920,.,1500,410
2332,2019Q3, Rangarthing ytra,1660,840,820,.,1400,260
2333,2019Q3, Hrunamannahreppur,780,420,360,.,620,160
2334,2019Q3, Hveragerdisbaer,2650,1320,1340,.,2500,150
2335,2019Q3, Sveitarfelagid Olfus,2170,1170,1000,.,1800,370
2336,2019Q3, Grimsnes- og Grafningshreppur,490,260,230,.,420,70
2337,2019Q3, Skeida- og Gnupverjahreppur,560,290,270,.,490,70
2338,2019Q3, Blaskogabyggd,1120,570,550,.,830,290
2339,2019Q3, Floahreppur,670,360,310,.,630,40
2340,2019Q4,Total,354110,180280,173840,.,310520,43590
2341,2019Q4,Capital region,226220,114200,112020,.,199120,27100
2342,2019Q4, Reykjavikurborg,126580,64030,62560,.,108160,18430
2343,2019Q4, Kopavogsbaer,37040,18730,18310,.,33470,3580
2344,2019Q4, Seltjarnarnesbaer,4590,2240,2350,.,4250,350
2345,2019Q4, Gardabaer,16630,8170,8460,.,15900,730
2346,2019Q4, Hafnarfjardarkaupstadur,29270,14800,14480,.,26210,3070
2347,2019Q4, Mosfellsbaer,11870,6110,5760,.,10930,940
2348,2019Q4, Kjosarhreppur,230,130,110,.,220,15
2349,2019Q4,Other regions,127890,66080,61810,.,111400,16490
2350,2019Q4, Reykjanesbaer,18620,9810,8810,.,14290,4340
2351,2019Q4, Grindavikurbaer,3420,1790,1630,.,2850,570
2352,2019Q4, Sveitarfelagid Vogar,1270,690,580,.,1030,230
2353,2019Q4, Sudurnesjabaer,3530,1890,1640,.,2840,690
2354,2019Q4, Akraneskaupstadur,7410,3820,3590,.,6760,650
2355,2019Q4, Skorradalshreppur,60,35,30,.,50,10
2356,2019Q4, Hvalfjardarsveit,620,330,290,.,580,45
2357,2019Q4, Borgarbyggd,3730,1970,1760,.,3290,440
2358,2019Q4, Grundarfjardarbaer,840,430,410,.,680,160
2359,2019Q4, Eyja- og Miklaholtshreppur,120,60,70,.,100,20
2360,2019Q4, Snaefellsbaer,1630,840,790,.,1340,290
2361,2019Q4, Sveitarfelagid Stykkisholmur,1240,640,610,.,1060,180
2362,2019Q4, Dalabyggd,620,320,300,.,590,35
2363,2019Q4, Bolungarvikurkaupstadur,930,500,430,.,770,160
2364,2019Q4, Isafjardarbaer,3710,1900,1810,.,3150,560
2365,2019Q4, Reykholahreppur,260,130,130,.,250,10
2366,2019Q4, Vesturbyggd,1230,660,580,.,1020,220
2367,2019Q4, Sudavikurhreppur,200,120,80,.,150,50
2368,2019Q4, Arneshreppur,45,20,20,.,40,0
2369,2019Q4, Kaldrananeshreppur,100,50,50,.,90,10
2370,2019Q4, Strandabyggd,440,220,210,.,420,20
2371,2019Q4, Hunathing vestra,1190,590,610,.,1080,110
2372,2019Q4, Sveitarfelagid Skagastrond,470,240,230,.,440,25
2373,2019Q4, Hunabyggd,1380,730,650,.,1230,150
2374,2019Q4, Skagafjordur,4180,2100,2080,.,3910,270
2375,2019Q4, Akureyrarbaer,18770,9340,9430,.,17780,980
2376,2019Q4, Nordurthing,3000,1590,1410,.,2540,450
2377,2019Q4, Fjallabyggd,1990,1000,980,.,1860,130
2378,2019Q4, Dalvikurbyggd,1870,980,890,.,1670,200
2379,2019Q4, Eyjafjardarsveit,1060,530,530,.,1010,50
2380,2019Q4, Horgarsveit,610,310,300,.,590,25
2381,2019Q4, Svalbardsstrandarhreppur,440,230,210,.,370,70
2382,2019Q4, Grytubakkahreppur,370,190,170,.,330,30
2383,2019Q4, Tjorneshreppur,50,25,30,.,50,0
2384,2019Q4, Thingeyjarsveit,1320,680,640,.,1170,150
2385,2019Q4, Langanesbyggd,560,300,250,.,470,90
2386,2019Q4, Fjardabyggd,4980,2660,2330,.,4310,680
2387,2019Q4, Mulathing,4860,2510,2350,.,4410,450
2388,2019Q4, Vopnafjardarhreppur,650,320,330,.,610,45
2389,2019Q4, Fljotsdalshreppur,80,60,30,.,70,15
2390,2019Q4, Vestmannaeyjabaer,4270,2250,2010,.,3840,430
2391,2019Q4, Sveitarfelagid Arborg,9900,4990,4920,.,9230,680
2392,2019Q4, Sveitarfelagid Hornafjordur,2360,1250,1110,.,1890,470
2393,2019Q4, Myrdalshreppur,680,370,310,.,390,290
2394,2019Q4, Skaftarhreppur,580,310,270,.,420,160
2395,2019Q4, Asahreppur,230,120,110,.,180,50
2396,2019Q4, Rangarthing eystra,1910,980,920,.,1500,410
2397,2019Q4, Rangarthing ytra,1640,840,810,.,1400,240
2398,2019Q4, Hrunamannahreppur,800,430,370,.,620,180
2399,2019Q4, Hveragerdisbaer,2650,1330,1330,.,2500,150
2400,2019Q4, Sveitarfelagid Olfus,2200,1170,1020,.,1830,360
2401,2019Q4, Grimsnes- og Grafningshreppur,480,250,230,.,420,60
2402,2019Q4, Skeida- og Gnupverjahreppur,550,290,270,.,490,70
2403,2019Q4, Blaskogabyggd,1120,570,550,.,830,290
2404,2019Q4, Floahreppur,670,350,320,.,630,45
2405,2020Q1,Total,355060,180760,174300,.,310900,44150
2406,2020Q1,Capital region,226980,114600,112370,.,199380,27590
2407,2020Q1, Reykjavikurborg,127080,64320,62760,.,108200,18880
2408,2020Q1, Kopavogsbaer,37170,18790,18380,.,33590,3580
2409,2020Q1, Seltjarnarnesbaer,4550,2230,2320,.,4200,350
2410,2020Q1, Gardabaer,16770,8240,8530,.,16000,770
2411,2020Q1, Hafnarfjardarkaupstadur,29230,14760,14470,.,26160,3070
2412,2020Q1, Mosfellsbaer,11940,6140,5800,.,11000,940
2413,2020Q1, Kjosarhreppur,240,120,110,.,220,15
2414,2020Q1,Other regions,128080,66160,61920,.,111520,16560
2415,2020Q1, Reykjanesbaer,18700,9840,8850,.,14330,4360
2416,2020Q1, Grindavikurbaer,3440,1810,1640,.,2860,580
2417,2020Q1, Sveitarfelagid Vogar,1290,710,590,.,1070,230
2418,2020Q1, Sudurnesjabaer,3550,1900,1650,.,2860,690
2419,2020Q1, Akraneskaupstadur,7380,3780,3600,.,6770,620
2420,2020Q1, Skorradalshreppur,60,35,30,.,60,10
2421,2020Q1, Hvalfjardarsveit,610,320,290,.,570,40
2422,2020Q1, Borgarbyggd,3710,1950,1760,.,3290,420
2423,2020Q1, Grundarfjardarbaer,840,440,400,.,670,170
2424,2020Q1, Eyja- og Miklaholtshreppur,120,60,70,.,110,20
2425,2020Q1, Snaefellsbaer,1660,870,800,.,1350,310
2426,2020Q1, Sveitarfelagid Stykkisholmur,1230,630,590,.,1060,170
2427,2020Q1, Dalabyggd,610,320,300,.,580,35
2428,2020Q1, Bolungarvikurkaupstadur,930,500,440,.,770,170
2429,2020Q1, Isafjardarbaer,3690,1880,1810,.,3140,550
2430,2020Q1, Reykholahreppur,250,130,120,.,240,10
2431,2020Q1, Vesturbyggd,1240,670,570,.,1020,210
2432,2020Q1, Sudavikurhreppur,190,110,80,.,140,45
2433,2020Q1, Arneshreppur,40,25,20,.,40,0
2434,2020Q1, Kaldrananeshreppur,100,50,50,.,90,10
2435,2020Q1, Strandabyggd,430,230,210,.,420,20
2436,2020Q1, Hunathing vestra,1180,580,610,.,1080,100
2437,2020Q1, Sveitarfelagid Skagastrond,460,240,220,.,430,30
2438,2020Q1, Hunabyggd,1380,730,650,.,1240,140
2439,2020Q1, Skagafjordur,4190,2100,2090,.,3900,290
2440,2020Q1, Akureyrarbaer,18780,9360,9420,.,17810,970
2441,2020Q1, Nordurthing,2980,1590,1400,.,2530,450
2442,2020Q1, Fjallabyggd,1980,1000,980,.,1850,130
2443,2020Q1, Dalvikurbyggd,1850,960,890,.,1660,190
2444,2020Q1, Eyjafjardarsveit,1050,530,520,.,1010,45
2445,2020Q1, Horgarsveit,610,310,300,.,590,25
2446,2020Q1, Svalbardsstrandarhreppur,440,230,210,.,370,60
2447,2020Q1, Grytubakkahreppur,370,200,180,.,330,40
2448,2020Q1, Tjorneshreppur,50,25,30,.,50,0
2449,2020Q1, Thingeyjarsveit,1310,670,640,.,1180,130
2450,2020Q1, Langanesbyggd,540,300,250,.,450,90
2451,2020Q1, Fjardabyggd,5000,2660,2340,.,4300,700
2452,2020Q1, Mulathing,4840,2500,2340,.,4400,440
2453,2020Q1, Vopnafjardarhreppur,660,330,330,.,620,45
2454,2020Q1, Fljotsdalshreppur,80,60,25,.,70,15
2455,2020Q1, Vestmannaeyjabaer,4260,2240,2020,.,3820,440
2456,2020Q1, Sveitarfelagid Arborg,9930,5010,4920,.,9240,690
2457,2020Q1, Sveitarfelagid Hornafjordur,2370,1250,1120,.,1890,490
2458,2020Q1, Myrdalshreppur,730,390,340,.,390,340
2459,2020Q1, Skaftarhreppur,600,320,280,.,420,180
2460,2020Q1, Asahreppur,240,120,120,.,190,50
2461,2020Q1, Rangarthing eystra,1900,990,910,.,1500,400
2462,2020Q1, Rangarthing ytra,1670,850,820,.,1420,250
2463,2020Q1, Hrunamannahreppur,810,430,380,.,620,190
2464,2020Q1, Hveragerdisbaer,2680,1340,1340,.,2530,150
2465,2020Q1, Sveitarfelagid Olfus,2200,1160,1040,.,1830,360
2466,2020Q1, Grimsnes- og Grafningshreppur,490,260,230,.,430,70
2467,2020Q1, Skeida- og Gnupverjahreppur,560,290,270,.,490,70
2468,2020Q1, Blaskogabyggd,1130,580,550,.,830,300
2469,2020Q1, Floahreppur,670,360,320,.,640,40
2470,2020Q2,Total,355610,180850,174760,.,312000,43610
2471,2020Q2,Capital region,227580,114820,112760,.,200200,27380
2472,2020Q2, Reykjavikurborg,127440,64470,62960,.,108550,18890
2473,2020Q2, Kopavogsbaer,37160,18740,18410,.,33680,3480
2474,2020Q2, Seltjarnarnesbaer,4570,2240,2330,.,4220,350
2475,2020Q2, Gardabaer,17030,8370,8650,.,16280,750
2476,2020Q2, Hafnarfjardarkaupstadur,29150,14680,14460,.,26160,2990
2477,2020Q2, Mosfellsbaer,12000,6170,5830,.,11080,910
2478,2020Q2, Kjosarhreppur,240,130,110,.,230,15
2479,2020Q2,Other regions,128030,66040,62000,.,111810,16230
2480,2020Q2, Reykjanesbaer,18580,9720,8860,.,14340,4250
2481,2020Q2, Grindavikurbaer,3420,1800,1630,.,2860,570
2482,2020Q2, Sveitarfelagid Vogar,1300,700,590,.,1080,220
2483,2020Q2, Sudurnesjabaer,3540,1900,1640,.,2860,680
2484,2020Q2, Akraneskaupstadur,7380,3780,3600,.,6770,610
2485,2020Q2, Skorradalshreppur,60,30,30,.,60,5
2486,2020Q2, Hvalfjardarsveit,630,330,300,.,590,40
2487,2020Q2, Borgarbyggd,3700,1960,1740,.,3270,420
2488,2020Q2, Grundarfjardarbaer,840,440,400,.,670,170
2489,2020Q2, Eyja- og Miklaholtshreppur,120,60,70,.,110,15
2490,2020Q2, Snaefellsbaer,1650,860,790,.,1340,310
2491,2020Q2, Sveitarfelagid Stykkisholmur,1220,630,580,.,1050,170
2492,2020Q2, Dalabyggd,620,320,300,.,580,35
2493,2020Q2, Bolungarvikurkaupstadur,930,490,440,.,770,160
2494,2020Q2, Isafjardarbaer,3680,1860,1820,.,3150,530
2495,2020Q2, Reykholahreppur,240,120,120,.,230,10
2496,2020Q2, Vesturbyggd,1240,660,580,.,1040,200
2497,2020Q2, Sudavikurhreppur,180,110,80,.,140,45
2498,2020Q2, Arneshreppur,40,20,20,.,40,0
2499,2020Q2, Kaldrananeshreppur,100,50,50,.,90,10
2500,2020Q2, Strandabyggd,440,230,210,.,420,15
2501,2020Q2, Hunathing vestra,1190,580,610,.,1080,100
2502,2020Q2, Sveitarfelagid Skagastrond,460,240,220,.,440,25
2503,2020Q2, Hunabyggd,1390,730,660,.,1250,140
2504,2020Q2, Skagafjordur,4240,2130,2110,.,3940,300
2505,2020Q2, Akureyrarbaer,18790,9360,9430,.,17830,950
2506,2020Q2, Nordurthing,2960,1570,1390,.,2520,440
2507,2020Q2, Fjallabyggd,1980,1000,980,.,1840,130
2508,2020Q2, Dalvikurbyggd,1840,950,890,.,1640,190
2509,2020Q2, Eyjafjardarsveit,1070,540,530,.,1030,40
2510,2020Q2, Horgarsveit,620,320,300,.,590,20
2511,2020Q2, Svalbardsstrandarhreppur,440,230,200,.,370,60
2512,2020Q2, Grytubakkahreppur,380,200,180,.,340,40
2513,2020Q2, Tjorneshreppur,60,30,30,.,60,0
2514,2020Q2, Thingeyjarsveit,1300,670,630,.,1180,120
2515,2020Q2, Langanesbyggd,550,300,250,.,460,90
2516,2020Q2, Fjardabyggd,4980,2640,2330,.,4290,690
2517,2020Q2, Mulathing,4870,2510,2360,.,4420,450
2518,2020Q2, Vopnafjardarhreppur,660,330,330,.,610,45
2519,2020Q2, Fljotsdalshreppur,90,60,30,.,80,10
2520,2020Q2, Vestmannaeyjabaer,4260,2250,2010,.,3830,430
2521,2020Q2, Sveitarfelagid Arborg,10060,5060,5000,.,9370,700
2522,2020Q2, Sveitarfelagid Hornafjordur,2350,1250,1110,.,1890,470
2523,2020Q2, Myrdalshreppur,730,400,330,.,390,340
2524,2020Q2, Skaftarhreppur,590,310,280,.,420,180
2525,2020Q2, Asahreppur,250,130,120,.,200,45
2526,2020Q2, Rangarthing eystra,1890,990,900,.,1490,390
2527,2020Q2, Rangarthing ytra,1660,850,810,.,1410,250
2528,2020Q2, Hrunamannahreppur,800,420,380,.,620,180
2529,2020Q2, Hveragerdisbaer,2680,1340,1340,.,2520,150
2530,2020Q2, Sveitarfelagid Olfus,2200,1160,1050,.,1850,350
2531,2020Q2, Grimsnes- og Grafningshreppur,500,260,240,.,420,70
2532,2020Q2, Skeida- og Gnupverjahreppur,560,290,280,.,500,60
2533,2020Q2, Blaskogabyggd,1110,570,540,.,830,280
2534,2020Q2, Floahreppur,670,350,320,.,630,40
2535,2020Q3,Total,357210,181660,175550,.,312880,44330
2536,2020Q3,Capital region,228770,115380,113390,.,200870,27900
2537,2020Q3, Reykjavikurborg,128130,64820,63310,.,108850,19280
2538,2020Q3, Kopavogsbaer,37310,18800,18510,.,33830,3490
2539,2020Q3, Seltjarnarnesbaer,4570,2240,2330,.,4220,350
2540,2020Q3, Gardabaer,17270,8490,8780,.,16500,770
2541,2020Q3, Hafnarfjardarkaupstadur,29090,14660,14430,.,26010,3070
2542,2020Q3, Mosfellsbaer,12180,6250,5930,.,11250,930
2543,2020Q3, Kjosarhreppur,230,120,100,.,220,10
2544,2020Q3,Other regions,128440,66280,62160,.,112000,16440
2545,2020Q3, Reykjanesbaer,18600,9730,8870,.,14380,4220
2546,2020Q3, Grindavikurbaer,3440,1800,1630,.,2880,560
2547,2020Q3, Sveitarfelagid Vogar,1290,700,590,.,1090,210
2548,2020Q3, Sudurnesjabaer,3580,1920,1660,.,2900,690
2549,2020Q3, Akraneskaupstadur,7490,3860,3640,.,6840,650
2550,2020Q3, Skorradalshreppur,60,30,30,.,60,0
2551,2020Q3, Hvalfjardarsveit,630,330,300,.,600,35
2552,2020Q3, Borgarbyggd,3650,1920,1730,.,3250,400
2553,2020Q3, Grundarfjardarbaer,830,430,400,.,660,170
2554,2020Q3, Eyja- og Miklaholtshreppur,120,50,60,.,100,15
2555,2020Q3, Snaefellsbaer,1650,860,790,.,1330,310
2556,2020Q3, Sveitarfelagid Stykkisholmur,1230,640,590,.,1060,170
2557,2020Q3, Dalabyggd,620,310,300,.,580,35
2558,2020Q3, Bolungarvikurkaupstadur,930,490,440,.,760,170
2559,2020Q3, Isafjardarbaer,3630,1840,1790,.,3100,530
2560,2020Q3, Reykholahreppur,230,110,120,.,220,10
2561,2020Q3, Vesturbyggd,1260,680,580,.,1050,210
2562,2020Q3, Sudavikurhreppur,200,120,80,.,150,60
2563,2020Q3, Arneshreppur,40,25,15,.,40,0
2564,2020Q3, Kaldrananeshreppur,110,50,50,.,90,10
2565,2020Q3, Strandabyggd,430,220,210,.,410,20
2566,2020Q3, Hunathing vestra,1180,580,610,.,1070,120
2567,2020Q3, Sveitarfelagid Skagastrond,480,250,230,.,450,30
2568,2020Q3, Hunabyggd,1390,730,660,.,1260,140
2569,2020Q3, Skagafjordur,4210,2120,2090,.,3930,280
2570,2020Q3, Akureyrarbaer,18900,9420,9490,.,17920,990
2571,2020Q3, Nordurthing,2960,1560,1400,.,2510,460
2572,2020Q3, Fjallabyggd,1970,1000,980,.,1840,140
2573,2020Q3, Dalvikurbyggd,1830,940,880,.,1630,200
2574,2020Q3, Eyjafjardarsveit,1060,540,530,.,1020,40
2575,2020Q3, Horgarsveit,610,320,300,.,590,20
2576,2020Q3, Svalbardsstrandarhreppur,440,230,200,.,370,60
2577,2020Q3, Grytubakkahreppur,370,190,180,.,330,40
2578,2020Q3, Tjorneshreppur,60,30,30,.,60,5
2579,2020Q3, Thingeyjarsveit,1280,670,610,.,1150,130
2580,2020Q3, Langanesbyggd,580,320,260,.,480,100
2581,2020Q3, Fjardabyggd,4990,2640,2350,.,4250,740
2582,2020Q3, Mulathing,4910,2550,2370,.,4430,480
2583,2020Q3, Vopnafjardarhreppur,660,330,330,.,610,50
2584,2020Q3, Fljotsdalshreppur,90,60,30,.,70,15
2585,2020Q3, Vestmannaeyjabaer,4230,2260,1970,.,3790,440
2586,2020Q3, Sveitarfelagid Arborg,10210,5150,5060,.,9470,740
2587,2020Q3, Sveitarfelagid Hornafjordur,2340,1230,1110,.,1880,460
2588,2020Q3, Myrdalshreppur,730,390,330,.,400,330
2589,2020Q3, Skaftarhreppur,590,310,280,.,410,170
2590,2020Q3, Asahreppur,250,130,120,.,200,50
2591,2020Q3, Rangarthing eystra,1880,990,900,.,1490,390
2592,2020Q3, Rangarthing ytra,1690,850,840,.,1440,250
2593,2020Q3, Hrunamannahreppur,810,420,390,.,630,170
2594,2020Q3, Hveragerdisbaer,2710,1360,1350,.,2560,150
2595,2020Q3, Sveitarfelagid Olfus,2220,1160,1060,.,1870,340
2596,2020Q3, Grimsnes- og Grafningshreppur,470,250,230,.,410,60
2597,2020Q3, Skeida- og Gnupverjahreppur,570,290,280,.,500,70
2598,2020Q3, Blaskogabyggd,1090,550,540,.,830,260
2599,2020Q3, Floahreppur,680,360,320,.,640,40
2600,2020Q4,Total,358340,182170,176170,.,313530,44810
2601,2020Q4,Capital region,229670,115750,113920,.,201260,28410
2602,2020Q4, Reykjavikurborg,128630,65030,63600,.,108880,19750
2603,2020Q4, Kopavogsbaer,37500,18890,18610,.,33960,3540
2604,2020Q4, Seltjarnarnesbaer,4590,2250,2350,.,4240,350
2605,2020Q4, Gardabaer,17360,8520,8840,.,16580,780
2606,2020Q4, Hafnarfjardarkaupstadur,29020,14620,14400,.,25950,3070
2607,2020Q4, Mosfellsbaer,12340,6310,6030,.,11430,910
2608,2020Q4, Kjosarhreppur,240,130,110,.,220,10
2609,2020Q4,Other regions,128660,66420,62250,.,112270,16400
2610,2020Q4, Reykjanesbaer,18750,9810,8940,.,14550,4200
2611,2020Q4, Grindavikurbaer,3440,1810,1630,.,2880,560
2612,2020Q4, Sveitarfelagid Vogar,1290,710,590,.,1070,220
2613,2020Q4, Sudurnesjabaer,3560,1900,1660,.,2880,670
2614,2020Q4, Akraneskaupstadur,7550,3900,3650,.,6890,660
2615,2020Q4, Skorradalshreppur,60,35,25,.,60,0
2616,2020Q4, Hvalfjardarsveit,640,340,300,.,600,35
2617,2020Q4, Borgarbyggd,3620,1900,1720,.,3210,410
2618,2020Q4, Grundarfjardarbaer,830,430,400,.,670,170
2619,2020Q4, Eyja- og Miklaholtshreppur,110,50,60,.,100,15
2620,2020Q4, Snaefellsbaer,1630,840,780,.,1330,300
2621,2020Q4, Sveitarfelagid Stykkisholmur,1230,640,590,.,1060,170
2622,2020Q4, Dalabyggd,610,310,300,.,570,35
2623,2020Q4, Bolungarvikurkaupstadur,940,500,440,.,770,170
2624,2020Q4, Isafjardarbaer,3670,1860,1810,.,3120,550
2625,2020Q4, Reykholahreppur,230,110,120,.,220,10
2626,2020Q4, Vesturbyggd,1280,690,590,.,1060,220
2627,2020Q4, Sudavikurhreppur,200,120,80,.,140,60
2628,2020Q4, Arneshreppur,40,25,15,.,40,0
2629,2020Q4, Kaldrananeshreppur,110,50,50,.,100,10
2630,2020Q4, Strandabyggd,420,220,200,.,400,20
2631,2020Q4, Hunathing vestra,1190,590,610,.,1070,120
2632,2020Q4, Sveitarfelagid Skagastrond,460,240,220,.,440,25
2633,2020Q4, Hunabyggd,1390,740,660,.,1250,140
2634,2020Q4, Skagafjordur,4210,2120,2090,.,3930,280
2635,2020Q4, Akureyrarbaer,18940,9440,9500,.,17920,1020
2636,2020Q4, Nordurthing,2960,1560,1400,.,2500,450
2637,2020Q4, Fjallabyggd,1950,980,970,.,1820,130
2638,2020Q4, Dalvikurbyggd,1820,940,890,.,1640,190
2639,2020Q4, Eyjafjardarsveit,1080,550,530,.,1040,45
2640,2020Q4, Horgarsveit,640,330,310,.,620,25
2641,2020Q4, Svalbardsstrandarhreppur,430,230,200,.,370,60
2642,2020Q4, Grytubakkahreppur,370,190,180,.,330,40
2643,2020Q4, Tjorneshreppur,60,25,30,.,50,5
2644,2020Q4, Thingeyjarsveit,1270,660,600,.,1150,110
2645,2020Q4, Langanesbyggd,580,320,260,.,470,110
2646,2020Q4, Fjardabyggd,4970,2630,2340,.,4220,750
2647,2020Q4, Mulathing,4930,2550,2380,.,4440,490
2648,2020Q4, Vopnafjardarhreppur,650,320,330,.,600,50
